icao_code,country_code,iata_code,lng,name,lat
FZFH,CD,,23.28,Mokaria-Yamoleka Airport,2.12
NZML,NZ,,173.28,Molesworth Airport,-42.08
EYMO,LT,,25.34,Molėtai Airport,55.11
FZUH,CD,,22.6,Moma Airport,-7.23
HTMO,TZ,,38.28,Mombo Airport,-4.88
FZFR,CD,,23.15,Mombongo Airport,1.65
YXMV,AU,,151.31,Mona Vale Hospital Helipad,-33.69
FZGG,CD,,22.82,Mondombe Airport,-0.88
SHSP,CL,,-70.66,Moneda Bicentenario Heliport,-33.44
VYMH,MM,,99.95,Mong Hpayak Airport,20.83
FZDN,CD,,16.95,Mongo Wa Kenda Airport,-6.9
VYMP,MM,,99.03,Mongpyin Airport,21.35
VYMI,MM,,98.03,Mongyai Airport,22.48
MHMN,HN,,-87.09,Monica Airport,15.65
FZEB,CD,,19.98,Monieka Airport,-0.07
FZGX,CD,,20.65,Monkoto Airport,-1.6
SLMX,BO,,-64.17,Monos Araña Airport,-17.33
SIHY,BR,,-45.55,Mont Blanc Heliport,-22.75
LBMO,BG,,23.26,Montana,43.38
SCTM,CL,,-70.85,La Montaña Airport,-34.97
SWML,BR,,-46.87,Monte Alegre de Goiás Airport,-13.25
MRMA,CR,,-85.27,Monte Alto Airport,10.08
SDMO,BR,,-48.52,Monte Alto Airport,-21.26
SJHP,BR,,-53.66,Monte Belo Airport,-20.28
FACA,ZA,,27.42,Monte Carlo Airport,-28.8
SJMC,BR,,-46.85,Monte Carlo Trade Center Heliport,-23.49
SJZI,BR,,-46.33,Monte Carmelo Heliport,-23.96
SSEU,BR,,-56.58,Monte Carmelo Airport,-7.28
SJRM,BR,,-46.52,Monte das Oliveiras Heliport,-23.67
SJAT,BR,,-46.87,Monte Moriá Heliport,-22.89
SJMY,BR,,-51.14,Monte Rey Heliport,-29.14
SSQP,BR,,-39.29,Monte Santo Airport,-10.48
SIVI,BR,,-47.06,Monte Sinai Heliport,-22.91
SIEJ,BR,,-57.49,Monte Verde Airport,-9.94
SIQB,BR,,-50.32,Monte Verde Airport,-3.27
SNEJ,BR,,-46.04,Monte Verde Airport,-22.86
SVAE,VE,,-72.48,Montellano Airport,10.33
MGRF,GT,,-90.49,Monterrico Airport,13.89
SIUD,BR,,-46.61,Montes Horere Helipad,-23.54
EBMT,BE,,4.37,Montigny-Le-Tilleul heliport,50.36
FAMV,ZA,,30.19,Montrose Airport,-24.63
FLMO,ZM,,27.52,Monze Airport,-16.28
SLMM,BO,,-61.19,Mora Airport,-14.61
SNMM,BR,,-45.35,Morada Nova de Minas Airport,-18.59
SDBO,BR,,-44.37,Morada Nova Heliport,-19.47
SNMO,BR,,-38.38,Morada Nova Airport,-5.08
YXEE,AU,,149.84,Moree Hospital Helipad,-29.47
SNEK,BR,,-46.24,Moria Airport,-16.88
SVNF,VE,,-68.83,Morichitos Airport,7.38
SIGB,BR,,-48.63,Morma II Heliport,-28.04
HTMG,TZ,,37.65,Morogoro Airport,-6.8
SWMX,BR,,-49.12,Morrinhos Airport,-17.76
SDHU,BR,,-43.17,Morro da Urca Heliport,-22.95
SIQJ,BR,,-55.8,Morro do Chapéu II Airport,-14.96
SNIQ,BR,,-46.88,Morro do Ouro II Heliport,-17.18
SWMR,BR,,-48.08,Morro Redondo Airport,-14.25
SJLV,BR,,-59.97,Morro Airport,4.36
ESGF,SE,,12.39,Morup Airport,56.97
YXMY,AU,,150.07,Moruya Hospital Helipad,-35.9
SSMT,BR,,-50.91,Mostardas Airport,-31.1
SSAL,BR,,-51.2,Mostardeiro Heliport,-30.03
RKPM,KR,,126.16,Mosulpo Airbase Heliport,33.29
NZOI,NZ,,176.42,Motiti Island Airport,-37.63
YMOM,AU,,144.02,Moulamein Airport,-35.06
AYRX,PG,,148.11,Mount Boregoro Helicopter Landing  Site,-9.89
YXMD,AU,,150.83,Mount Druitt Hospital Heliport,-33.77
NZAE,NZ,,176.52,Mount Tarawera Airport,-38.23
AYYT,PG,,144.3,Mount Tauwa Airstrip,-6.73
KMKJ,US,,-81.35,Mountain Empire Airport,36.89
SWOW,BR,,-61.63,Moura Airport,-1.46
,ET,MYS,39.04,Moyale Airport,3.56
SDOV,BR,,-50.56,Mozarlândia Airport,-14.77
FZFQ,CD,,19.22,Mpaka Airport,4.12
FLPK,ZM,,30.13,Mporokoso Airport,-9.37
HTMX,TZ,,36.48,Mpwapwa Airport,-6.35
FAMZ,ZA,,31.02,Msauli Airport,-26.05
FWTK,MW,,34.53,Mtakatata Airport,-14.22
FZUJ,CD,,22.53,Muambi Airport,-6.68
WMAV,MY,,102.66,Muar / Bakri Airport,2.05
WALQ,ID,,117.42,Muara Badak Pujangan Airport,-0.31
SNQU,BR,,-41.44,Mucugê Airport,-13.03
YXMH,AU,,149.59,Mudgee Hospital Helipad,-32.6
SJLW,BR,,-60.49,Mudubim I Airport,4.42
HTMF,TZ,,35.3,Mufindi Airport,-8.73
FLML,ZM,,28.29,Mufulira Airport,-12.57
AYYU,PG,,144.31,Mui Airstrip,-4.79
FZDP,CD,,19.77,Mukedi Airport,-5.7
UGMM,GE,,44.57,Mukhrani Airport,41.92
FZRC,CD,,28.7,Mukoy Airport,-7.53
BIMK,IS,,-19.88,Múlakot Airport,63.71
KHMY,US,,-97.23,Muldrow Army Heliport,35.03
YXMU,AU,,153.49,Mullumbimby Hospital Helipad,-28.56
FLMU,ZM,,25.18,Mulobezi Airport,-16.77
SDMU,BR,,-43.18,Multiplan Heliport,-22.91
SWZI,BR,,-45.43,Multitoc Heliport,-22.43
FZMC,CD,,27.85,Mulungu Airport,-2.98
FZQD,CD,,26.63,Mulungwishi Airport,-10.75
,KE,MUM,34.53,Mumias Airport,0.36
SNMD,BR,,-56.84,Mundico Coelho Airport,-6.82
SJBD,BR,,-38.46,Mundo Plaza Helipad,-12.98
YMBX,AU,,127.85,Mundrabilla Airport,-31.87
YXDR,AU,,151.29,Munduberra Hospital Helipad,-25.59
FZWL,CD,,23.05,Munkamba Airport,-5.77
NZUR,NZ,,172.33,Murchison Hospital Heliport,-41.81
NZMR,NZ,,172.32,Murchison Airport,-41.8
FVMW,ZW,,31.8,Murewa Airport,-17.65
YXMG,AU,,151.95,Murgon Hospital Helipad,-26.24
SITO,BR,,-56.64,Muriçoca Airport,-7.15
SNQK,BR,,-34.98,Muro Alto Beach Resort Heliport,-8.44
FZUO,CD,,21.43,Musese Airport,-5.5
FZBJ,CD,,16.93,Mushie Airport,-3
SJHK,BR,,-55.08,Música Airport,-30.94
AYUL,PG,,142.9,Musula Airstrip,-6.84
FZDJ,CD,,21.15,Mutena Airport,-6.77
FZUM,CD,,23.72,Mutoto Airport,-5.7
FZQN,CD,,24.4,Mutshatsha Airport,-10.57
SHMS,CL,,-70.7,Mutual de Seguridad Heliport,-33.46
SJLX,BR,,-59.85,Mutum Airport,4.45
SNZZ,BR,,-36.2,Muzzi Airport,-9.97
FZAY,CD,,13.42,Mvula Sanda Airport,-5.63
FZQJ,CD,,27.2,Mwadingusha Airport,-10.75
FZWE,CD,,23.08,Mwene-Ditu Airport,-6.98
FLMW,ZM,,24.43,Mwinilunga Airport,-11.65
SJDP,BR,,-44.29,My Way Heliport,-23.02
VYMU,MM,,93.2,Myauk U Airport,20.57
KCNB,US,,-96.27,Myers Field,44.73
EKMS,FO,,-7.65,Mykines Heliport,62.1
ESUH,SE,,17.98,Myran Airport,62.63
FWMZ,MW,,33.62,Mzimba Airport,-11.88
FCMN,CG,,12.2,N'gongo Airport,-2.98
DRZN,NE,,13.13,N'Guigmi Airport,14.25
FCPK,CG,,11.31,N'komo Airport,-3.94
RKDU,KR,,130.9,N 104 Helipad,37.48
FCMZ,CG,,12.87,N'Zabi Airport,-3.17
FCMB,CG,,12.53,N'Ziba Airport,-2.72
SNHK,BR,,-45.14,Nacional Grafite I Airport,-20.43
SNHO,BR,,-41.08,Nacional de Grafite II Airport,-15.84
SNHQ,BR,,-39.93,Nacional de Grafite III Airport,-16.18
SJGE,BR,,-56.29,Nações Unidas Airstrip,-6.08
VONS,IN,,79.32,Nagarjuna Sagar Airport,16.54
LHNK,HU,,16.96,Nagykanizsa Airport,46.43
WRKN,ID,,123.79,Naikliu Airport,-9.5
EVJC,LV,,23.45,Nākotne Centra Jaunzemji Heliport,56.61
BGNL,GL,,-44.83,Nalunaq Heliport,60.36
VTUZ,TH,,102.97,Nam Phung Dam Airport,16.65
YXNA,AU,,152.95,Nambour Hospital Helipad,-26.62
SJXZ,BR,,-46.64,Namour Heliport,-23.57
FLNL,ZM,,26.43,Namwala Airport,-15.77
YXNN,AU,,152.01,Nanango Hospital Helipad,-26.67
HTUK,TZ,,33.06,Nansio Airport,-2.04
SDPQ,BR,,-60.03,Napoleão Airport,3.91
OENR,SA,,48.5,Nariya Airport,27.5
HKNO,KE,,35.79,Narok Airport,-1.13
EENA,EE,,28.11,Narva Airfield,59.39
SDNJ,BR,,-48.22,Nascimento II Airport,-24.07
ESGS,SE,,11.34,Näsinge Airport,59.02
SJSW,BR,,-35.18,Natal Mar Heliport,-5.87
SJAO,BR,,-46.83,Natura Heliport,-23.4
SNYG,BR,,-38.47,Naturágua Heliport,-3.83
VYNM,MM,,97.82,Naungmom Airport,27.5
SPTA,PE,,-73.55,Nauta Airport,-4.53
SJAV,BR,,-47.3,Nauto Najar Heliport,-22.75
LECA,ES,,-3.45,La Nava - Corral De Ayllón Airfield,41.41
SHHV,CL,,-70.32,Naval Heliport,-18.47
KNLW,US,,-71.33,Naval Station Newport Helipad,41.5
KRSP,US,,-77.47,Naval Support Facility Thurmont (Camp David),39.65
SSNB,BR,,-54.18,Naviraí Airport,-23.03
KNSX,US,,-87.17,Navy Outlying Field Site X Heliport,30.82
VENP,IN,,82.52,Nawapara Airport,20.87
SJVD,BR,,-45.24,Nazaré da Felicidade Airport,-17.85
SHNZ,CL,,-70.53,Nazareno Heliport,-33.65
EBNE,BE,,5.48,Neerpelt ULM,51.21
YXNY,AU,,152.15,Nelson Bay Heliport,-32.72
NZNH,NZ,,173.27,Nelson Hospital Heliport,-41.29
SIWE,BR,,-50.96,Nelson Pizzani Airport,-27.21
SWNE,BR,,-39.37,Nelson Saldanha Airport,-17.88
SSYX,BR,,-48.96,Neo Química Heliport,-16.4
EGEZ,GB,,-2.93,Nesscliffe Camp Helipad,52.76
EDON,DE,,14.24,Neuhardenberg Airport,52.61
EDPO,DE,,11.44,Neumarkt/Obf. Airport,49.29
SILF,BR,,-46.68,New Century Heliport,-23.59
SJEI,BR,,-46.66,New England Helipad,-23.55
FANH,ZA,,30.52,New Hanover Airport,-29.36
FANL,ZA,,28.98,New Largo Airport,-25.98
FATP,ZA,,26.16,New Tempe Airport,-29.03
,US,QNY,-73.97,New York Skyports Inc Seaplane Base,40.73
EINC,IE,,-6.05,Newcastle Aerodrome,53.07
YXFV,AU,,151.73,Newcastle Westpac Base Heliport,-32.92
YNRH,AU,,151.73,Newcastle Regional Heliport,-32.88
FWNB,MW,,34.85,Ngabu Airport,-16.48
FZDH,CD,,17.17,Ngi Airport,-4.42
FZES,CD,,20.3,Ngumu Airport,1.47
FDNH,SZ,,31.21,Nhlangano Airport,-27.12
LOGC,AT,,14.01,Niederöblarn Heliport,47.48
SWWO,BR,,-43.47,Niely do Brasil Heliport,-22.7
FANV,ZA,,19.12,Nieuwoudtville Airfield,-31.35
EBNL,BE,,4.67,Nijlen Heliport,51.17
SNNP,BR,,-52.17,Nilo Peçanha Airport,-8.07
SDZP,BR,,-49.24,Ninho do Pássaro III Helipad.,-26.89
SSNQ,BR,,-55.83,Nioaque Airport,-21.18
LZNI,SK,,18.13,Nitra Airfield,48.28
SDNB,BR,,-46.3,Nobara - Guarujá Heliport,-24
SWNB,BR,,-56.34,Nobres Airport,-14.71
FXNH,LS,,27.87,Nohanas Airport,-30.07
FANA,ZA,,31.66,Nongoma Airport,-27.91
YXNO,AU,,153.05,Noosa Hospital Helipad,-26.4
CWCV,CA,,-126.62,Nootka Lightstation Helipad,49.59
AYRN,PG,,145.67,Norambi Airstrip.,-6.91
EDNO,DE,,10.51,Nördlingen Airport,48.87
KNHU,US,,-76.3,Norfolk Naval Station Heliport,36.95
SWNM,BR,,-59.62,Normândia Airport,3.87
ESSN,SE,,18.7,Norrtälje Airport,59.73
SJNR,BR,,-48.26,Norte Jet Airport,-1.31
SSLY,BR,,-47.05,Norte Sul Heliport,-22.9
SWNR,BR,,-56.77,Nortelândia Airport,-14.48
EGYO,GB,,0.06,North Coates,53.5
OISA,IR,,52.79,North of Fars Airport,31.04
NZJN,NZ,,174.76,North Shore Hospital Heliport,-36.78
SIKU,BR,,-47.04,Northern Telecom do Brasil Indústria e Comércio LTDA Heliport,-22.81
SITA,BR,,-56.17,Nossa Senhora da Conceição Airport,-7.22
SNJU,BR,,-52.75,Nossa Senhora da Penha Airport,-10.81
SIZF,BR,,-53.96,Nossa Senhora das Graças Airport,-24
SIXK,BR,,-54.2,Nossa Senhora do Carmo Airport,-23.17
SJDU,BR,,-56.96,Nossa Senhora do Loreto Airport,-29.73
LOKN,AT,,13.63,Nötsch Im Gailtal Airfield,46.58
LENH,ES,,2.43,Nou Hospital De Mataró Heliport,41.56
SINC,BR,,-49.79,Nova Conceição Agroindustrial Airport,-2.92
SJND,BR,,-56.69,Nova Descoberta Airport,-6.62
SNNT,BR,,-47.73,Nova Ponte Airport,-19.2
SDPX,BR,,-60.94,Nova Vitória Airport,4.5
LKNM,CZ,,16.11,Nove Mesto Airport,50.36
MHNB,HN,,-86.42,Noveno Batallón Airport,14.04
UNLW,RU,,76.5,Novy Vasyugan Airport,58.59
YXNW,AU,,150.6,Nowra Hospital Helipad,-34.87
FZAF,CD,,15.32,Nsangi Airport,-5.6
FDNS,SZ,,31.93,Nsoko Airport,-27.03
FWCS,MW,,33.86,Ntchisi Airport,-13.38
MHJE,HN,,-84.73,Nueva Jerusalen Airport,15.88
SHNL,CL,,-70.61,Nueva de Lyon Heliport,-33.42
MUIV,CU,,-77.26,Nuevitas Airport,21.55
SPBQ,PE,,-74.68,Nuevo Acari Airport,-15.48
SPNM,PE,,-73.14,Nuevo Mundo Airport,-11.54
SWNZ,BR,,-47.89,Number One Heliport,-15.79
FCMS,CG,,11.95,Nyanga Airport,-2.87
FZDG,CD,,20.42,Nyanga Airport,-5.97
FVNY,ZW,,32.43,Nyanyadzi Airport,-19.73
BIND,IS,,-18.07,Nýjidalur Airport,64.72
FANY,ZA,,28.43,Nylstroom Airfield,-24.69
FZRN,CD,,28,Nyunzu Airport,-5.93
FZDF,CD,,17.67,Nzamba Airport,-6.83
FZMD,CD,,27.98,Nzovu Airport,-2.58
SILK,BR,,-46.67,O Estado de São Paulo Heliport,-23.51
LOKQ,AT,,12.88,Öamtc Heliport,46.8
NZMQ,NZ,,173.81,Oaonui Heliport,-39.4
SIOG,BR,,-42.46,Oasis Graal Heliport,-22.8
FZNQ,CD,,27.73,Obaye Airport,-1.33
SPBT,PE,,-74.22,Obenteni Airport,-10.75
YOBE,AU,,149.86,Oberon Heliport,-33.7
EDMX,DE,,11.57,Oberschleissheim Heliport,48.24
FZOJ,CD,,26.33,Obokote Airport,-0.85
SCUM,CL,,-71.33,La Obra Airport,-35.3
AYOD,PG,,145.97,Obura Airstrip,-6.55
LEOC,ES,,-3.5,Ocaña Airport,39.94
NZOB,NZ,,168.31,Ocean Beach Heliport,-46.59
SSLR,BR,,-57.59,Ocorema Airport,-19.11
MHOT,HN,,-85.19,Ocotales Airport,15.67
LHOY,HU,,18.77,Őcsény Airport,46.3
HEOC,EG,,30.82,October Airport,29.81
FAOD,ZA,,26.69,Odendaalsrus Airport,-27.87
EDBO,DE,,13.05,Oehna Airport,51.9
SMOL,SR,,-54.54,Oelemari Airport,3.1
SJDK,BR,,-51.37,Oeste Plaza Shopping - MC Helipad,-20.88
FYON,NA,,16.9,Okahandja Airstrip,-22.01
OPOK,PK,,73.36,Okara Cantonment Airstrip,30.74
AYOH,PG,,141.9,Okisai Airstrip,-4.71
FBOK,BW,,21.88,Okwa Airport,-23.08
YOAD,AU,,135.42,Old Andado Airport,-25.38
SJOT,BR,,-48.93,Oliveira Heliport,-27.11
SPHL,PE,,-79.75,Olmos Airport,-5.98
SDRM,BR,,-64.18,Olomai Airstrip,3.93
FYOM,NA,,15.94,Omaruru Airport,-21.42
FYGL,NA,,16.09,Omaruru Game Lodge Airport,-21.33
UHMN,RU,,160.54,Omolon Airport,65.24
SIND,BR,,-38.5,Ondina Heliport,-13.01
SILR,BR,,-46.68,One Hundred Heliport,-23.6
SDON,BR,,-46.72,Ônix Heliport,-23.55
SDRP,BR,,-64.16,Onkiola Airstrip,3.71
KOGM,US,,-89.37,Ontonagon County Schuster Field,46.85
EBOO,BE,,2.45,Oostdijckbank platform heliport,51.27
EBNH,BE,,2.85,Oostende heliport,51.19
FYOU,NA,,17.15,Operet Airport,-18.61
EPOP,PL,,17.78,Opole-Polska Nowa Wieś Airport,50.63
SWZX,BR,,-47.92,Opto Heliport,-22
YXCF,AU,,149.12,Orange - Careflight Base Heliport,-33.3
YXOG,AU,,149.09,Orange Hospital Helipad,-33.32
SPOR,PE,,-72.35,Orcopampa Airport,-15.32
SPON,PE,,-75.15,Orellana Airport,-6.9
ESGM,SE,,12.65,Öresten Airport,57.45
SWPZ,BR,,-46.35,Oriçanga de Abreu Airport,-14.12
FAOI,ZA,,27.6,Orient Glider Airport,-26.04
SDOO,BR,,-49.27,Órion Helipad,-16.7
SKOR,CO,,-76.88,Orito Airport,0.67
SSCG,BR,,-44.2,Orla 62 Helipad,-23.04
SSBY,BR,,-56.79,Orlando Chesini Ometto Airport,-20.1
BITM,IS,,-19.56,Þórsmörk Airport,63.69
SJBE,BR,,-46.72,Ortosíntese Helipad,-23.44
SDBS,BR,,-46.69,Os Bandeirantes Heliport,-23.58
ENUL,NO,,5.42,Os Vaksinen Ulven Airport,60.19
FYSN,NA,,16.98,Osona Airstrip,-22.11
SSOS,BR,,-50.25,Osório Airport,-29.9
NZOT,NZ,,175.15,Otaki Airport,-40.79
,CA,TR7,-75.64,Ottawa / Rockcliffe Seaplane Base,45.46
LOAA,AT,,15.22,Ottenschlag Airport,48.42
FAOT,ZA,,26,Ottosdal Airport,-26.8
NWWY,NC,,164.53,Ouaco Airport,-20.85
DRRU,NE,,2.08,Ouallam Airport,14.33
DFEY,BF,,0.05,Ouargaye Airport,11.52
GMFA,MA,,-5.63,Ouezzane Airport,34.78
EFHO,FI,,25.52,Oulun University Hospital Heliport,65
AYZU,PG,,142.13,Oum Airstrip,-4.27
YODL,AU,,142.63,Ourdel Airport,-25.35
SWOF,BR,,-60.72,Ouro Fino Airport,2.94
SNEQ,BR,,-43.22,Ouro Negro Heliport,-22.91
SNRC,BR,,-49.33,Ouro Verde Heliport,-25.51
SNII,BR,,-56.55,Ouroland Airport,-6.82
SNEC,BR,,-39.14,Outeiros da Brisas Airport,-16.71
ESNE,SE,,22.35,Överkalix Airport,66.53
HLZG,LY,,20.79,Oxy A 103 Airport,29.01
SWMV,BR,,-62.95,Paa-Piu Airport,2.73
SJMD,BR,,-62.95,Paapiu Novo Airport,2.72
FAPU,ZA,,19.02,Paarl East Airport,-33.71
SPYO,PE,,-79.57,Pacasmayo Airport,-7.41
KNVI,US,,-87.2,Pace Nolf Heliport,30.7
SPZH,PE,,-76.77,Pachiza Airport,-7.3
SHDP,CL,,-72.8,Del Pacifico Heliport,-38.75
SJMF,BR,,-60.22,Pacu Airport,4.16
SLPL,BO,,-64.29,Padilla Airport,-19.3
LPPA,PT,,-8.31,Padre Américo Hospital Helipad,41.2
SJVX,BR,,-47.76,Pagrisa Airport,-3.7
EFPL,FI,,25.57,Päijät-Hämeen Central Hospital Heliport,60.99
SPIT,PE,,-81.15,Paita Airport,-5.09
SIEY,BR,,-43.91,Palácio das Mangabeiras Heliport,-19.95
SNHZ,BR,,-60.05,Palácio do Governo do Estado do Amazonas Heliport,-3.09
SDPM,BR,,-46.71,Palácio dos Bandeirantes Heliport,-23.6
SDIF,BR,,-43.95,Palácio Tiradentes Heliport,-19.79
VYPW,MM,,98.65,Palaw Airport,12.95
SPPZ,PE,,-75.12,Palcazú Airport,-9.9
VYPE,MM,,92.92,Paletwa Airport,21.3
SJMH,BR,,-62.97,Palimiú Airport,3.33
LEPR,ES,,-5.21,Palma Del Río Airport,37.72
SJSQ,BR,,-48.08,Palma Heliport,-16.19
SLPA,BO,,-62.98,Palmar Airport,-18.97
SNDP,BR,,-48.6,Palmares Airport,-2.26
SSBO,BR,,-54.89,Palmares Airport,-28.72
SPPN,PE,,-76.44,Palmas del Espino Airport,-8.29
SSPS,BR,,-51.98,Palmas Airport,-26.47
SSPL,BR,,-53.33,Palmeira das Missões Airport,-27.9
SWJV,BR,,-72.81,Palmeiras do Javari Airport,-5.13
SWGP,BR,,-49.88,Palmeiras de Goiás Airport,-16.83
SNPM,BR,,-41.58,Palmeiras Airport,-12.5
NZJM,NZ,,175.62,Palmerston North Hospital Heliport,-40.34
SDWZ,BR,,-50.56,Palo Verde Airport,-21.19
SSPT,BR,,-53.83,Palotina Airport,-24.34
SPJB,PE,,-78.06,Pampa Grande Airport,-7.61
SPPH,PE,,-75.3,Pampa Hermosa Airport,-7.2
VEPH,IN,,87.43,Panagarh Air Force Station,23.47
SDPK,BR,,-46.49,Panco I Heliport,-23.53
SDYR,BR,,-46.7,Panco II Heliport,-23.6
SDWF,BR,,-43.34,Panco 9 Heliport,-22.86
EYPI,LT,,24.36,Panevėžys Istra Airport,55.83
SCMU,CL,,-71.95,Panilonco Airport,-34.28
SWVO,BR,,-55.38,Panorama Airport,-11.37
SNUQ,BR,,-46.66,Pão de Açúcar Heliport,-23.57
MRPK,CR,,-83.74,Papa Kilo Airport,9.16
SCNG,CL,,-72.29,Papageno Airport,-39.55
SIPZ,BR,,-46.62,Papaiz Heliport,-23.68
SHPP,CL,,-71.46,Papudo Heliport,-32.5
SDPU,BR,,-43.11,Paquetá Heliport,-22.77
SNPA,BR,,-44.6,Pará de Minas Airport,-19.84
SNZR,BR,,-46.88,Paracatu Airport,-17.24
SNHB,BR,,-39,Base de Paracuru Heliport,-3.4
SDXN,BR,,-48.7,Parada Havan Heliport,-26.63
FAPX,ZA,,24.88,Paradise Beach Airport,-34.1
SNWW,BR,,-46.26,Paradise Golf Heliport,-23.59
SJMI,BR,,-63.85,Parafuri Airstrip,3.28
SNEB,BR,,-47.32,Paragominas Airport,-3.03
SWTO,BR,,-48.93,Paraíso do Tocantins Airport,-10.17
SNBZ,BR,,-42.25,Paramirim Airport,-13.45
SDTK,BR,,-44.72,Parati Airport,-23.22
SJQS,BR,,-55.72,Paredão da Serra Airport,-15.47
SWPC,BR,,-69.8,Parí Cachoeira Airport,0.26
SVPF,VE,,-64.74,Pariaguán Airport,8.82
YXPK,AU,,148.17,Parkes Hospital Helipad,-33.13
SJWY,BR,,-47.97,Parkway Heliport,-15.91
SSBP,BR,,-49.32,Parque Barigui Heliport,-25.43
LEOR,ES,,2.9,Parque De Bomberos De Orriols Heliport,42.13
SNCN,BR,,-47.89,Parque Cidade Heliport,-15.8
SDQP,BR,,-46.65,Parque Cultural Paulista Heliport,-23.57
SDGH,BR,,-48.59,Parque do Peão Mussa Calil Neto Heliport,-20.51
SILH,BR,,-47.07,Parque Dom Pedro Heliport,-22.84
SJXN,BR,,-57.03,Parque Fazenda Bom Futuro Airport,-17.19
SIZA,BR,,-38,Parque Manoelito Argolo Airport,-11.96
SDPT,BR,,-46.66,Parque Paulista Heliport,-23.56
SHLP,CL,,-70.28,La Parva Heliport,-33.33
SAVP,AR,,-69.05,Paso De Los Indios Airport,-43.87
SNPT,BR,,-44.5,Passa Tempo Airport,-20.65
SIDC,BR,,-41.87,Pátio de Treinamento da HSE - TRAINING Heliport,-22.44
YPTJ,AU,,126.33,Patjarr Airport,-24.62
SPIR,PE,,-71.27,Patria Airport,-13.03
SCPZ,AQ,,-81.31,Patriot Hills Airport,-80.32
SJPU,BR,,-56.81,Pau D`Arco Airport,-7.12
SDJY,BR,,-46.65,Paulista Capital Plaza - The Flat Heliport,-23.57
SNLT,BR,,-41.15,Paulistana Airport,-8.17
LIDP,IT,,10.83,Pavullo Airport,44.32
MHPY,HN,,-85.4,Payasito Airport,15.88
SEPX,EC,,-79.46,Payo Airport,-2.31
SWSW,BR,,-47.91,PCDF Heliport,-15.78
SJRW,BR,,-52.69,PCH Buriti Airport,-19.34
SJRV,BR,,-57.62,PCH Garganta da Jararaca Airport,-13.39
SWXE,BR,,-53.25,PCH Paranatinga II Airport,-13.87
YXPH,AU,,148.2,Peak Hill Hospital Helipad,-32.74
VYPI,MM,,98.2,Pearl Island Airport,11.28
SPEB,PE,,-71.82,Pebas Airport,-3.33
SEPD,EC,,-80.05,Pedernales Airport,0.07
SSOI,BR,,-48.77,Pederneiras Airport,-22.31
SNPZ,BR,,-41.17,Pedra Azul Airport,-16.07
SJMJ,BR,,-60.27,Pedra Branca Airport,4.46
SSQQ,BR,,-43.82,Pedra do Sino Heliport,-20.9
SJMK,BR,,-60.48,Pedra Preta Airport,4.71
SWQK,BR,,-36.48,Pedra Airport,-6.77
SVPV,VE,,-71.03,Pedraza La Vieja Airport,7.92
SWRK,BR,,-44.26,Pedreira Pombal Fazenda Recanto Heliport,-22.49
SDPS,BR,,-46.28,Pedreira Sargon Heliport,-23.36
SWPA,BR,,-48.16,Pedro Afonso Airport,-9
SEPB,EC,,-80.23,Pedro Carbo Airport,-1.81
SJIC,BR,,-52.77,Pedro da Costa Lima Airport,-21.24
SICB,BR,,-36.14,Pedro Simões Pimenta Airport,-6.49
SNIM,BR,,-51.52,Pegoraro Joaçaba Heliport,-27.18
EFPE,FI,,25.06,Peijaksen Hospital Heliport,60.33
WIIR,ID,,106.53,Pelabuhan Ratu Airport,-6.98
SHPE,CL,,-72.9,Pelluco Heliport,-41.49
WIMR,ID,,99.05,Pematang Siantar,2.95
FCPO,CG,,12.53,Pemo Airport,-2.87
SDPN,BR,,-50.03,Penápolis Airport,-21.41
MRPS,CR,,-85.68,Peñas Blancas Airport,10.32
WMBH,MY,,101,Pengkalan Hulu Airport,5.7
SDOG,BR,,-46.2,Península Heliport,-24
SCPS,CL,,-70.59,Perales Airport,-27.35
LEIZ,ES,,-3.36,La Perdiz - Torre De Juan Abad Airport,38.51
SSGD,BR,,-47.8,Pereira Alvim Heliport,-21.22
YPSR,AU,,148.41,Perisher Valley Medical Centre Helipad,-36.41
SNPQ,BR,,-36.64,Pesqueira Airport,-8.37
SJRA,BR,,-52.62,Pesqueiro Xingu Airport,-5.78
ULNP,RU,,35.78,Pestovo Airfield,58.61
FLPE,ZM,,31.23,Petauke Airport,-14.22
EGPS,GB,,-1.86,Peterhead Heliport,57.52
SIPT,BR,,-47.14,Petrobrás Refinaria de Paulínea Replan Heliport,-22.73
SIJI,BR,,-45.82,Petrobrás - São José dos Campos Heliport,-23.18
SCPW,CL,,-71.17,Peumo Airport,-34.41
VTCB,TH,,100.28,Phayao Ban Chiang Kham Airport,19.5
FZOT,CD,,27.53,Phibraki Airport,-2.93
VYPB,MM,,94.78,Phonngbyin Airport,24.25
VTPR,TH,,99.73,Photharam Airport,13.67
LIMH,IT,,7.71,Pian Rosà,45.93
SPIS,PE,,-77.53,Pias Airport,-7.92
SNPW,BR,,-50,Piaus Airport,-8.83
KPCA,US,,-111.49,Picacho Stagefield Heliport,32.66
SNEA,BR,,-47.87,Piçarrão Airport,-18.72
YPCM,AU,,130.88,Pickertaramoor Airstrip,-11.76
SPAP,PE,,-76.38,Picota Airport,-6.9
SAVA,AR,,-70.01,Piedra Del Aguila Airport,-40.19
SIMN,BR,,-43.18,Pier Mauá Heliport,-22.89
FAPF,ZA,,30.84,Piet Retief Airport,-27
